number,year,country,activity,sex,age,fatal_clean,decade,century
65486,1963,PALAU,Fishing,M,35.0,0,1960,20
65487,1963,USA,"Surf fishing, wading",M,28.0,0,1960,20
65488,1963,NORTH PACIFIC OCEAN,Fishing for sharks,M,20.0,0,1960,20
65489,1963,CHILE,Spearfishing / free diving,M,24.0,1,1960,20
65490,1963,USA,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",Unknown,25.0,0,1960,20
65491,1963,SOLOMON ISLANDS,Spearing fish,M,30.0,1,1960,20
65492,1963,AUSTRALIA,Surfing,M,18.0,0,1960,20
65493,1963,USA,"Spearfishing, pulled sharks tail",M,16.0,0,1960,20
65494,1963,DOMINICAN REPUBLIC,"Swimming, when caught in heavy seas",M,23.0,1,1960,20
65495,1963,FEDERATED STATES OF MICRONESIA,Spearfishing,M,26.0,0,1960,20
65496,1963,USA,Bathing,M,14.0,0,1960,20
65497,1963,USA,"Fishing, on charter boat Silver Dollar",M,24.0,0,1960,20
65498,1963,JAMAICA,63' fishing boat Sno' Bay foundered,Unknown,24.0,1,1960,20
65499,1963,PANAMA,"Seining for bait, standing in chest-deep water",M,24.0,1,1960,20
65500,1963,GREECE,Swimming,F,42.0,1,1960,20
65501,1963,PAPUA NEW GUINEA,Fishing,M,30.0,0,1960,20
65502,1963,USA,Swimming,M,24.0,0,1960,20
65503,1963,PHILIPPINES,"Boat, with 42 passengers onboard, capsized in rough seas",Unknown,24.0,1,1960,20
65504,1963,AUSTRALIA,Fishing,M,24.0,0,1960,20
65505,1963,USA,Swimming,M,25.0,1,1960,20
65506,1963,SOUTH AFRICA,Swimming,M,15.0,0,1960,20
65507,1963,AUSTRALIA,"Surfing on ""chest board"" (boogie board?)",M,25.0,0,1960,20
65508,1963,USA,Surfing,M,15.0,0,1960,20
65509,1963,USA,Washed into sea while picking opihi,M,24.0,0,1960,20
65510,1963,SOLOMON ISLANDS,The 500-ton coastal trader Polurrian foundered,M,24.0,1,1960,20
65511,1963,PAPUA NEW GUINEA,Swimming,M,24.0,0,1960,20
65512,1963,AUSTRALIA,Spearfishing,M,18.0,0,1960,20
65513,1963,FIJI,Spearfishing,M,28.0,0,1960,20
65514,1963,MAURITIUS,Unknown,M,24.0,0,1960,20
65515,1963,USA,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,24.0,0,1960,20
65516,1963,FIJI,Freediving,M,41.0,0,1960,20
65517,1963,AUSTRALIA,Wading,F,32.0,1,1960,20
65518,1963,AUSTRALIA,Swimming,M,25.0,0,1960,20
65519,1963,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65520,1963,NEW ZEALAND,Fishing,Unknown,14.0,0,1960,20
65521,1963,SOUTH AFRICA,Fishing,M,24.0,0,1960,20
65522,1963,SOUTH AFRICA,"Free diving, hunting crayfish",M,27.0,0,1960,20
65523,1963,SOUTH AFRICA,Spearfishing,M,24.0,0,1960,20
65524,1963,AUSTRALIA,Shark fishing,Unknown,24.0,0,1960,20
65525,1963,MOZAMBIQUE,Unknown,Unknown,24.0,0,1960,20
65526,1963,FIJI,Unknown,Unknown,24.0,0,1960,20
65527,1963,SEYCHELLES,Fishing for turtles,M,24.0,1,1960,20
65528,1962,SOUTH AFRICA,Scuba diving,M,24.0,0,1960,20
65529,1962,AUSTRALIA,Spearfishing,M,16.0,1,1960,20
65530,1962,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65531,1962,AUSTRALIA,"Spearfishing, Scuba diving",M,26.0,0,1960,20
65532,1962,AUSTRALIA,Unknown,M,24.0,0,1960,20
65533,1962,USA,Spearfishing / Scuba diving (at surface),M,24.0,0,1960,20
65534,1962,AUSTRALIA,Fishing,Unknown,24.0,0,1960,20
65535,1962,MID ATLANTIC OCEAN,Abandoning burning ship Captain George in raging seas,M,24.0,0,1960,20
65536,1962,SOUTH AFRICA,Spearfishing,M,30.0,0,1960,20
65537,1962,MEXICO,Wading,M,32.0,1,1960,20
65538,1962,ADMIRALTY ISLANDS,Unknown,M,26.0,0,1960,20
65539,1962,AUSTRALIA,Adrift after wave swamped engine,M,24.0,0,1960,20
65540,1962,USA,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,43.0,0,1960,20
65541,1962,PANAMA,Sitting in shallows,M,1.0,1,1960,20
65542,1962,BRITISH WEST INDIES,Spearfishing,M,24.0,0,1960,20
65543,1962,MEXICO,Swimming,M,20.0,0,1960,20
65544,1962,SOUTH ATLANTIC OCEAN,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29.0,1,1960,20
65545,1962,ITALY,Spearfishing with Scuba gear,M,28.0,1,1960,20
65546,1962,ISRAEL,Fishing,M,24.0,0,1960,20
65547,1962,TURKEY,Unknown,M,24.0,0,1960,20
65548,1962,PAPUA NEW GUINEA,Fishing,M,49.0,0,1960,20
65549,1962,USA,Diving for abalone,M,39.0,0,1960,20
65550,1962,USA,Unknown,Unknown,24.0,0,1960,20
65551,1962,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65552,1962,USA,Surf fishing in waist-deep water,M,40.0,1,1960,20
65553,1962,USA,Standing,M,24.0,0,1960,20
65554,1962,PAPUA NEW GUINEA,Spearfishing,M,24.0,1,1960,20
65555,1962,ITALY,Diving,M,24.0,0,1960,20
65556,1962,SENEGAL,Beach seine netting,M,23.0,0,1960,20
65557,1962,USA,Standing,M,21.0,0,1960,20
65558,1962,MADAGASCAR,Finning the shark,M,20.0,0,1960,20
65559,1962,USA,Fishing for albacore,M,19.0,0,1960,20
65560,1962,USA,Playing in surf with his child  (9),M,41.0,0,1960,20
65561,1962,USA,Dived from inner-tube,M,13.0,0,1960,20
65562,1962,GREECE,Unknown,Unknown,24.0,0,1960,20
65563,1962,USA,U.S. Airforce crewman reported missing after bailing out of jet,M,24.0,0,1960,20
65564,1962,SOUTH AFRICA,"On a ""shark hunt""",Unknown,24.0,0,1960,20
65565,1962,USA,Rolled off raft,M,11.0,0,1960,20
65566,1962,USA,Escaping from Alacatraz,M,31.0,0,1960,20
65567,1962,USA,Escaping from Alacatraz,M,32.0,1,1960,20
65568,1962,USA,Escaping from Alacatraz,M,35.0,1,1960,20
65569,1962,PAPUA NEW GUINEA,Washing,M,24.0,1,1960,20
65570,1962,USA,Standing,M,13.0,0,1960,20
65571,1962,AUSTRALIA,Fishing,Unknown,24.0,0,1960,20
65572,1962,USA,"Scuba diving, attempting to catch a captive shark",M,55.0,0,1960,20
65573,1962,USA,Free diving,M,31.0,0,1960,20
65574,1962,USA,Unknown,M,17.0,0,1960,20
65575,1962,USA,25-foot cabin cruiser Happy Jack sank in heavy seas,Unknown,24.0,1,1960,20
65576,1962,FIJI,Fishing,Unknown,24.0,0,1960,20
65577,1962,AUSTRALIA,Fishing,Unknown,24.0,0,1960,20
65578,1962,MOZAMBIQUE,Swimming,M,16.0,0,1960,20
65579,1962,SOUTH AFRICA,Wading,M,13.0,0,1960,20
65580,1962,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65581,1962,NEW ZEALAND,Unknown,M,24.0,0,1960,20
65582,1962,AUSTRALIA,Fishing & spearfishing,Unknown,24.0,0,1960,20
65583,1962,PAPUA NEW GUINEA,Swimming,M,10.0,1,1960,20
65584,1962,PAPUA NEW GUINEA,Swimming along a row of nets,M,24.0,0,1960,20
65585,1962,NEW ZEALAND,Swimming,M,15.0,0,1960,20
65586,1962,AUSTRALIA,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,24.0,0,1960,20
65587,1962,SOUTH AFRICA,Swimming,M,22.0,1,1960,20
65588,1962,SOUTH AFRICA,Treading water,M,13.0,1,1960,20
65589,1962,AUSTRALIA,Swimming,M,35.0,0,1960,20
65590,1962,NEW ZEALAND,Fishing,Unknown,24.0,0,1960,20
65591,1962,SOLOMON ISLANDS,Swimming outside fishing net,M,24.0,1,1960,20
65592,1962,NEW ZEALAND,Splashing,M,18.0,0,1960,20
65593,1962,MOZAMBIQUE,Unknown,M,16.0,0,1960,20
65594,1962,AUSTRALIA,Spearfishing,M,19.0,0,1960,20
65595,1962,SOUTH AFRICA,"Fishing, slipped on rocks & fell into sea",M,40.0,0,1960,20
65596,1962,NEW ZEALAND,Fishing,Unknown,24.0,0,1960,20
65597,1962,NEW ZEALAND,Spearfishing,M,44.0,0,1960,20
65598,1962,USA,Spearfishing / Scuba diving (at surface),M,29.0,0,1960,20
65599,1962,AUSTRALIA,Spearfishing,Unknown,24.0,0,1960,20
65600,1962,AUSTRALIA,Surfing,M,19.0,0,1960,20
65601,1962,AUSTRALIA,Fishing,Unknown,24.0,0,1960,20
65602,1962,PAPUA NEW GUINEA,Spearfishing,M,24.0,0,1960,20
65603,1962,NEW ZEALAND,Surf fishing,F,54.0,0,1960,20
65604,1962,AUSTRALIA,Fishing for sharks,Unknown,24.0,0,1960,20
65605,1962,AUSTRALIA,Swimming,M,25.0,0,1960,20
65606,1962,AUSTRALIA,Rowing,Unknown,24.0,0,1960,20
65607,1962,AUSTRALIA,Surfing,Unknown,24.0,0,1960,20
65608,1962,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65609,1962,AUSTRALIA,Fishing,Unknown,24.0,0,1960,20
65610,1962,MARSHALL ISLANDS,Fishing with hand net in 2' of water,M,57.0,0,1960,20
65611,1962,SPAIN,Dangling feet in the water,F,24.0,0,1960,20
65612,1962,INDONESIA,Unknown,Unknown,24.0,1,1960,20
65613,1962,AUSTRALIA,Diving,M,24.0,0,1960,20
65614,1961,AUSTRALIA,Standing,F,18.0,1,1960,20
65615,1961,AUSTRALIA,Standing,M,24.0,0,1960,20
65616,1961,SOUTH AFRICA,Treading water,M,18.0,0,1960,20
65617,1961,AUSTRALIA,Spearfishing,M,23.0,0,1960,20
65618,1961,AUSTRALIA,"Fishing, hauling in a 5-lb snapper",Unknown,24.0,0,1960,20
65619,1961,MOZAMBIQUE,Bathing,M,20.0,0,1960,20
65620,1961,AUSTRALIA,"Surfing, pushing board ashore",M,22.0,1,1960,20
65621,1961,AUSTRALIA,Swimming with other crew near wharf,M,17.0,0,1960,20
65622,1961,MEXICO,Unknown,Unknown,24.0,0,1960,20
65623,1961,PHILIPPINES,Gathering shells,M,24.0,0,1960,20
65624,1961,USA,Swimming,M,45.0,0,1960,20
65625,1961,VANUATU,Paddling outrigger canoe,M,24.0,0,1960,20
65626,1961,USA,Unknown,M,45.0,1,1960,20
65627,1961,USA,Unknown,M,16.0,0,1960,20
65628,1961,CROATIA,Swimming,M,19.0,1,1960,20
65629,1961,TANZANIA,Fishing,M,42.0,0,1960,20
65630,1961,MID ATLANTIC OCEAN,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea",M,22.0,0,1960,20
65631,1961,PERSIAN GULF,"Free diving, surveying a pipeline & examing cathodes under jetty",M,24.0,0,1960,20
65632,1961,ITALY,Fishing,M,33.0,0,1960,20
65633,1961,AUSTRALIA,Attaching a line at sea,Unknown,24.0,0,1960,20
65634,1961,USA,Swimming,M,16.0,0,1960,20
65635,1961,USA,Wading,M,19.0,0,1960,20
65636,1961,BERMUDA,Spearfishing,M,22.0,0,1960,20
65637,1961,USA,"Net fishing, picking catch from the net",M,38.0,0,1960,20
65638,1961,PAPUA NEW GUINEA,"Fishing, two large sharks passed. He speared one and it bit him",M,24.0,0,1960,20
65639,1961,USA,Spearfishing,M,57.0,0,1960,20
65640,1971,TURKEY,Swimming,M,16.0,0,1970,20
65641,1961,AUSTRALIA,Shark fishing,Unknown,24.0,0,1960,20
65642,1961,ITALY,Spearfishing,M,21.0,0,1960,20
65643,1961,PANAMA,Fishing (trolling)  from canoe,M,10.0,1,1960,20
65644,1961,USA,Scuba diving & spearfishing,M,23.0,1,1960,20
65645,1961,USA,Standing,M,25.0,0,1960,20
65646,1961,USA,Spearfishing on Scuba,M,24.0,0,1960,20
65647,1961,NEW BRITAIN,Spearfishing,M,24.0,0,1960,20
65648,1961,PAPUA NEW GUINEA,"Fishing, speared shark upset canoe & man fell in water",M,19.0,0,1960,20
65649,1961,USA,Free diving for abalone,M,20.0,0,1960,20
65650,1961,NEW BRITAIN,Collecting dynamited fish,M,24.0,0,1960,20
65651,1961,USA,Walking in chest-deep water,M,52.0,0,1960,20
65652,1961,AUSTRALIA,Spearfishing,M,24.0,0,1960,20
65653,1961,USA,Splashing,M,10.0,0,1960,20
65654,1961,AUSTRALIA,Spearfishing,M,24.0,0,1960,20
65655,1961,MOZAMBIQUE,Swimming,M,37.0,0,1960,20
65656,1961,SOUTH AFRICA,Diving,M,24.0,0,1960,20
65657,1961,USA,Spearfishing,M,22.0,0,1960,20
65658,1961,AUSTRALIA,Spearfishing,M,21.0,0,1960,20
65659,1961,AUSTRALIA,"Checking fish traps, fell into the water",M,40.0,0,1960,20
65660,1961,MOZAMBIQUE,"Swimming, using bundles of sticks as raft",M,38.0,1,1960,20
65661,1961,PERSIAN GULF,Cargo ship Dara sank after collision with another ship during a severe storm,Unknown,24.0,1,1960,20
65662,1961,AUSTRALIA,Spearfishing,M,24.0,0,1960,20
65663,1961,AUSTRALIA,Spearfishing,M,24.0,0,1960,20
65664,1961,AUSTRALIA,Spearfishing,M,24.0,0,1960,20
65665,1961,AUSTRALIA,Swimming,M,24.0,0,1960,20
65666,1961,AUSTRALIA,Fishing from dinghy,F,24.0,0,1960,20
65667,1961,AUSTRALIA,Spearfishing,M,21.0,0,1960,20
65668,1961,NORTH PACIFIC OCEAN,Free diving,M,33.0,0,1960,20
65669,1961,SOUTH AFRICA,Fishing,M,44.0,0,1960,20
65670,1961,FIJI,Floating on back,M,24.0,0,1960,20
65671,1961,USA,Cleaning a tank,M,30.0,0,1960,20
65672,1961,AUSTRALIA,Standing,F,24.0,0,1960,20
65673,1961,JAMAICA,Unknown,M,24.0,1,1960,20
65674,1961,SOUTH AFRICA,"Spearfishing, shark grabbed his white t-shirt and towed him",M,27.0,0,1960,20
65675,1961,SOUTH AFRICA,Swimming,M,14.0,1,1960,20
65676,1961,AUSTRALIA,Collecting crayfish,M,24.0,0,1960,20
65677,1961,USA,Unknown,M,24.0,0,1960,20
65678,1961,SOUTH AFRICA,Fishing for kob,Unknown,24.0,0,1960,20
65679,1961,SOUTH AFRICA,Swimming,M,15.0,0,1960,20
65680,1961,AUSTRALIA,Collecting aquarium specimens,M,27.0,0,1960,20
65681,1961,SOUTH AFRICA,Standing,M,13.0,0,1960,20
65682,1961,ATLANTIC OCEAN,Pacific Seafarer of US Navy,Unknown,24.0,1,1960,20
65683,1961,AUSTRALIA,Fishing,M,24.0,0,1960,20
65684,1961,MOZAMBIQUE,Swimming,M,24.0,0,1960,20
65685,1961,SOUTH AFRICA,Standing,M,25.0,0,1960,20
65686,1961,SOUTH AFRICA,Unknown,Unknown,24.0,0,1960,20
65687,1961,AUSTRALIA,Ocean racing,Unknown,24.0,0,1960,20
65688,1961,AUSTRALIA,Fishing for mackerel,Unknown,24.0,0,1960,20
65689,1961,COLUMBIA,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,24.0,0,1960,20
65690,1961,NEW CALEDONIA,Spearfishing,Unknown,24.0,0,1960,20
65691,1961,SENEGAL,Free diving for molluscs,M,20.0,1,1960,20
65692,1961,USA,Light aircraft ditched at sea,Unknown,24.0,1,1960,20
65693,1960,USA,Swept out to sea while net fishing,M,24.0,1,1960,20
65694,1960,AUSTRALIA,Unknown,F,27.0,0,1960,20
65695,1960,SOUTH AFRICA,Swimming,M,25.0,1,1960,20
65696,1960,AUSTRALIA,"Fishing, when line became snagged on rock & he dived into water to free it",M,33.0,0,1960,20
65697,1960,AUSTRALIA,Fishing,M,24.0,0,1960,20
65698,1960,AUSTRALIA,Swimming,M,41.0,0,1960,20
65699,1960,USA,"Fell overboard, prop slashed arm",F,51.0,0,1960,20
65700,1960,AUSTRALIA,Chasing shark out of bathing area while riding on a surf-ski,M,17.0,0,1960,20
65701,1960,AUSTRALIA,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,24.0,0,1960,20
65702,1960,SOUTH AFRICA,Hand lining for shad,Unknown,24.0,0,1960,20
65703,1960,NEW GUINEA,Unknown,M,24.0,0,1960,20
65704,1960,PAPUA NEW GUINEA,Fishing,M,24.0,1,1960,20
65705,1960,USA,Ejected from F3H-2 aircraft,M,36.0,0,1960,20
65706,1960,SOUTH AFRICA,Fishing for rock lobsters,Unknown,24.0,0,1960,20
65707,1960,AUSTRALIA,Fishing,M,24.0,0,1960,20
65708,1960,PAPUA NEW GUINEA,Collecting shells,M,26.0,0,1960,20
65709,1960,RED SEA / INDIAN OCEAN,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,24.0,1,1960,20
65710,1960,USA,Diving,M,24.0,0,1960,20
65711,1960,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65712,1960,JOHNSTON ISLAND,"Free diving / photography, kneeling on sand",M,37.0,0,1960,20
65713,1960,USA,Fishing inside net,M,24.0,0,1960,20
65714,1960,PACIFIC OCEAN,R5D aircraft went down with 29 on board,M,24.0,0,1960,20
65715,1960,AUSTRALIA,Unknown,Unknown,24.0,0,1960,20
65716,1960,MARSHALL ISLANDS,Free diving / Spearfishing,M,24.0,0,1960,20
65717,1960,MARSHALL ISLANDS,Free diving / Spearfishing,M,24.0,0,1960,20
65718,1960,USA,Swimming 3 miles offshore,M,25.0,0,1960,20
65719,1960,SENEGAL,Air disaster: crash of Air France Super Constellation,Unknown,24.0,1,1960,20
65720,1960,USA,Aircraft crashed into sea,M,24.0,0,1960,20
65721,1960,USA,Free diving,M,38.0,0,1960,20
65722,1960,PAPUA NEW GUINEA,Free-diving,M,24.0,0,1960,20
65723,1960,USA,Unknown,M,14.0,0,1960,20
65724,1960,USA,Standing in knee-deep water,M,24.0,0,1960,20
65725,1960,MOZAMBIQUE,boat with 46 people on board capsized,Unknown,24.0,0,1960,20
65726,1960,USA,Holding shark on leader & dangling it above the water,M,15.0,0,1960,20
65727,1960,ENGLAND,Helping angler land a shark,M,25.0,0,1960,20
65728,1960,USA,"Fishing, Struck by another shark when removing shark from line",M,46.0,0,1960,20
65729,1960,USA,Swimming from camp,M,24.0,1,1960,20
65730,1960,PAPUA NEW GUINEA,Spearfishing,M,25.0,0,1960,20
65731,1960,USA,Pulling raft out to ride to shore,M,17.0,0,1960,20
65732,1960,USA,"Fishing, tossing netted shark onboard",M,41.0,0,1960,20
65733,1960,PAPUA NEW GUINEA,Fishing,M,24.0,0,1960,20
65734,1960,USA,Surf fishing,M,24.0,0,1960,20
65735,1960,NEW ZEALAND,Shark fishing,Unknown,24.0,0,1960,20
65736,1960,NORTH SEA,Fishing,M,18.0,0,1960,20
65737,1960,USA,Scuba diving,M,39.0,0,1960,20
65738,1960,USA,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,37.0,0,1960,20
65739,1960,PHILIPPINES,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58.0,1,1960,20
65740,1960,USA,Swimming,M,24.0,0,1960,20
65741,1960,PANAMA,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,27.0,0,1960,20
65742,1960,BERMUDA,Free diving but treading water at surface,M,25.0,0,1960,20
65743,1960,USA,Swimming,F,16.0,0,1960,20
65744,1960,USA,Unknown,Unknown,24.0,0,1960,20
65745,1960,PAPUA NEW GUINEA,Unknown,Unknown,24.0,1,1960,20
65746,1960,SOUTH AFRICA,Treading water,M,16.0,0,1960,20
65747,1960,USA,Skindiving for abalone (but at surface),M,48.0,0,1960,20
65748,1960,AUSTRALIA,"Fishing, hauling in a set line",M,24.0,0,1960,20
65749,1960,SOUTH AFRICA,Fishing,M,24.0,0,1960,20
65750,1960,BERMUDA,Floating on a raft,M,21.0,0,1960,20
65751,1960,AUSTRALIA,Surfing,M,17.0,0,1960,20
65752,1960,AUSTRALIA,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,24.0,0,1960,20
65753,1960,AUSTRALIA,Spearfishing,M,24.0,0,1960,20
65754,1960,AUSTRALIA,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,24.0,0,1960,20
65755,1960,AUSTRALIA,Shark fishing,Unknown,24.0,0,1960,20
65756,1960,FIJI,Fishing in shoulder-deep water,F,24.0,1,1960,20
65757,1960,PHILIPPINES,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,24.0,1,1960,20
65758,1960,SOUTH AFRICA,Fishing,Unknown,24.0,0,1960,20
65759,1960,USA,Treading water,M,42.0,0,1960,20
65760,1960,GUAM,"Spearfishing, carrying fish on belt",M,44.0,0,1960,20
65761,1960,AUSTRALIA,"Wading, fishing for flounder",M,30.0,0,1960,20
65762,1960,NEW ZEALAND,Spearfishing,M,22.0,0,1960,20
65763,1960,USA,Spearfishing,M,36.0,0,1960,20
65764,1960,SENEGAL,Fishing,M,24.0,0,1960,20
65765,1960,PAPUA NEW GUINEA,Spearfishing,M,26.0,1,1960,20
65766,1960,AUSTRALIA,Shark fishing,Unknown,24.0,0,1960,20
65767,1960,AUSTRALIA,Spearfishing,M,20.0,0,1960,20
65768,1960,USA,S2F-1 airplane crashed immediately after carrier take-off,Unknown,24.0,0,1960,20
65769,1960,PAPUA NEW GUINEA,Unknown,M,24.0,0,1960,20
65770,1960,Unknown,Portuguese Airliner with 9 people aboard went down.,Unknown,24.0,0,1960,20
65771,1960,AUSTRALIA,Unknown,Unknown,24.0,0,1960,20
65772,1960,AUSTRALIA,Free diving,M,13.0,1,1960,20
65773,1960,AUSTRALIA,"Fishing, lifting shark out of craypot",M,24.0,0,1960,20
65774,1960,AUSTRALIA,Setting crayfish pots,Unknown,24.0,0,1960,20
65775,1960,SOUTH AFRICA,"Standing, watching seine netters",F,24.0,0,1960,20
65776,1960,NICARAGUA,Bathing,M,24.0,0,1960,20
65777,1960,GRENADA,Spearfishing,M,9.0,0,1960,20
65778,1960,CARIBBEAN SEA,Aircraft crashed into sea,M,24.0,0,1960,20
65779,1960,SRI LANKA,Spearfishing,M,24.0,0,1960,20
65780,1960,SRI LANKA,Collecting ornamental fish,M,24.0,0,1960,20
65781,1960,FIJI,Spearfishing,M,24.0,0,1960,20
65782,1960,PAPUA NEW GUINEA,"Spear fishing, removing fish from spear",M,16.0,1,1960,20
65783,1960,PAPUA NEW GUINEA,Fishing,M,20.0,0,1960,20
65784,1960,MOZAMBIQUE,Swimming,F,5.0,1,1960,20
65785,1960,SOUTH AFRICA,Wading,F,24.0,0,1960,20
65786,1959,AUSTRALIA,Paddling,Unknown,24.0,0,1950,20
65787,1959,AUSTRALIA,Fishing,Unknown,50.0,0,1950,20
65788,1959,PAPUA NEW GUINEA,Swimming underneath house on pilings,Unknown,13.0,1,1950,20
65789,1959,AUSTRALIA,Dived from dinghy to retrieve oar in heavy seas,M,29.0,1,1950,20
65790,1959,PHILIPPINES,ship M.V. Rizal sank during typhoon,M,24.0,1,1950,20
65791,1959,AUSTRALIA,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17.0,0,1950,20
65792,1959,AUSTRALIA,Spearfishing,M,24.0,0,1950,20
65793,1959,NEW ZEALAND,Fishing for snapper,M,24.0,0,1950,20
65794,1959,MALDIVE ISLANDS,17 Maldivians adrift in open boat for 31 days,F,3.0,1,1950,20
65795,1959,AUSTRALIA,Body surfing,M,19.0,0,1950,20
65796,1959,AUSTRALIA,Standing in chest-deep water,M,17.0,0,1950,20
65797,1959,AUSTRALIA,Trailing the field in a surf race,M,19.0,0,1950,20
65798,1959,USA,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,Unknown,24.0,0,1950,20
65799,1959,SOUTH AFRICA,Fishing for tunny,Unknown,24.0,0,1950,20
65800,1959,AUSTRALIA,Shark fishing,Unknown,24.0,0,1950,20
65801,1959,USA,Swimming at surface through school of feeding 2.5' to 5 sharks,M,21.0,0,1950,20
65802,1959,AUSTRALIA,"Spearfishing, shot shark, hauled it onto boat",M,24.0,0,1950,20
65803,1959,PAPUA NEW GUINEA,Fishing,M,24.0,0,1950,20
65804,1959,MOZAMBIQUE,Swimming,M,24.0,1,1950,20
65805,1959,PAPUA NEW GUINEA,Unknown,Unknown,24.0,0,1950,20
65806,1959,USA,Diving for abalone,M,30.0,0,1950,20
65807,1959,FIJI,Dived overboard to retrieve dinghy,M,24.0,1,1950,20
65808,1959,FIJI,Spearfishing,M,36.0,0,1950,20
65809,1959,PHILIPPINES,Swimming,M,28.0,0,1950,20
65810,1959,BERMUDA,Unknown,F,29.0,0,1950,20
65811,1959,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30.0,0,1950,20
65812,1959,USA,Gigging for flounder,Unknown,24.0,0,1950,20
65813,1959,USA,Pulling hooked salmon to boat,Unknown,24.0,0,1950,20
65814,1959,INDIA,Unknown,Unknown,24.0,1,1950,20
65815,1959,USA,On inflatable raft,M,24.0,0,1950,20
65816,1959,MEXICO,Unknown,F,24.0,1,1950,20
65817,1959,AZORES,Fishing,Unknown,24.0,0,1950,20
65818,1959,AUSTRALIA,Swimming,M,24.0,0,1950,20
65819,1959,JAPAN,Unknown,M,14.0,0,1950,20
65820,1959,PHILIPPINES,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10.0,0,1950,20
65821,1959,USA,Diving,M,21.0,0,1950,20
65822,1959,USA,Spearfishing on Scuba,M,26.0,1,1950,20
65823,1959,USA,Fishing,M,24.0,0,1950,20
65824,1959,PHILIPPINES,Fishing boat capsized,Unknown,24.0,1,1950,20
65825,1959,USA,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",M,32.0,0,1950,20
65826,1959,CROATIA,Fishing,M,24.0,0,1950,20
65827,1959,JAPAN,Swimming,M,13.0,1,1950,20
65828,1959,USA,Standing,F,15.0,0,1950,20
65829,1959,USA,Wading,M,24.0,0,1950,20
65830,1959,ITALY,Scuba diving,M,34.0,0,1950,20
65831,1959,USA,Pulling anchor,Unknown,24.0,0,1950,20
65832,1959,USA,Spearfishing (but on surface),M,25.0,0,1950,20
65833,1959,JAPAN,Unknown,M,22.0,1,1950,20
65834,1959,USA,Unknown,Unknown,21.0,0,1950,20
65835,1959,USA,Fishing,Unknown,24.0,0,1950,20
65836,1959,USA,Dragging stranded shark ashore,M,24.0,0,1950,20
65837,1959,CARIBBEAN SEA,Columbian petrol barge Rio Atrato burned and sank,Unknown,27.0,1,1950,20
65838,1959,USA,Free diving,M,13.0,0,1950,20
65839,1959,NORTH ATLANTIC OCEAN,Unknown,Unknown,24.0,0,1950,20
65840,1959,MEXICO,Wading,M,24.0,1,1950,20
65841,1959,TURKEY,Unknown,M,24.0,0,1950,20
65842,1959,MEXICO,Swimming ashore from capsized boat,M,24.0,1,1950,20
65843,1959,USA,Free diving for abalone,M,33.0,1,1950,20
65844,1959,USA,Swimming,Unknown,24.0,0,1950,20
65845,1959,SOUTH AFRICA,Spearfishing,M,23.0,0,1950,20
65846,1959,USA,Unknown,F,37.0,0,1950,20
65847,1959,USA,Treading water,M,18.0,1,1950,20
65848,1959,USA,Spearfishing,M,19.0,0,1950,20
65849,1959,MID ATLANTIC OCEAN,Jumped overboard to rescue a man,M,24.0,0,1950,20
65850,1959,AUSTRALIA,Spearfishing,M,22.0,0,1950,20
65851,1959,AUSTRALIA,Diving for pearl shell,M,43.0,0,1950,20
