,index,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
40033,40033,23111562,"Luxury, Sunny, Comfy, Gorgeous views, Central Park",37696720393,unconfirmed,Al,Manhattan,Upper East Side,40.76451,-73.96249,United States,US,True,strict,Entire home/apt,2011.0,$239 ,$48 ,3.0,0.0
40034,40034,23112114,Brooklyn Home,1684042677,verified,Jeonghoon,Brooklyn,Bedford-Stuyvesant,40.6916,-73.95961,United States,US,False,moderate,Private room,2018.0,$807 ,$161 ,1.0,0.0
40035,40035,23112667,Cozy Sun Drenched Full Apt.  30 mins from City,20396111527,verified,Beverline,Bronx,East Morrisania,40.83026,-73.89102,United States,US,True,moderate,Entire home/apt,2015.0,"$1,105 ",$221 ,1.0,26.0
40036,40036,23113219,"Elegant & Quiet & Convenient 紐約清雅居,地鐵公車便利,步行3分鐘到超市",39128518648,verified,Jane,Queens,Ozone Park,40.68757,-73.85084,United States,US,False,moderate,Private room,2019.0,"$1,193 ",$239 ,1.0,3.0
40037,40037,23113771,6 Minutes From JFK Airport Cozy Bedroom,32299697088,unconfirmed,Lakshmee,Queens,Jamaica,40.668,-73.78477,United States,US,False,strict,Private room,2008.0,$919 ,$184 ,1.0,98.0
40038,40038,23114323,Awesome 1 bedroom near Flatiron 30 day minimum.,92683868533,unconfirmed,Blanca,Manhattan,Midtown,40.74366,-73.98343,United States,US,True,strict,Entire home/apt,2013.0,$64 ,$13 ,30.0,0.0
40039,40039,23114876,Comfy room in the Heart of Bushwick,11383161262,verified,John,Brooklyn,Bushwick,40.70304,-73.91694,United States,US,False,moderate,Private room,2013.0,$873 ,$175 ,1.0,21.0
40040,40040,23115428,Clean & Nice & Affordable 3-P Room/Private Bath,94321248110,unconfirmed,Ling,Brooklyn,Borough Park,40.63529,-74.00618,United States,US,False,moderate,Private room,2014.0,$258 ,$52 ,1.0,2.0
40041,40041,23115980,Luxury Entire 3Bedroom Apartment near Downtown bk.,11707820996,unconfirmed,Gabriel,Brooklyn,Crown Heights,40.6776,-73.95447,United States,US,False,moderate,Entire home/apt,2003.0,$988 ,$198 ,3.0,8.0
40042,40042,23116533,Sunny Bedstuy apartment,82039234634,verified,Tega,Brooklyn,Bedford-Stuyvesant,40.69033,-73.94848,United States,US,True,moderate,Entire home/apt,2012.0,$432 ,$86 ,5.0,1.0
40043,40043,23117085,Private room in a quiet apartment,22491719323,unconfirmed,Yemi,Queens,Rosedale,40.65433,-73.73638,United States,US,True,flexible,Private room,2019.0,$985 ,$197 ,1.0,3.0
40044,40044,23117637,Quiet One-Bedroom in Williamsburg Close to Subway,74274047281,verified,Ale And Tom,Brooklyn,Williamsburg,40.70627,-73.95484,United States,US,True,moderate,Entire home/apt,2003.0,$388 ,$78 ,2.0,11.0
40045,40045,23118190,1 Bedroom/1 Bath Apt in Hudson Yards/Midtown West,35819117054,verified,Kusum&Kannan,Manhattan,Chelsea,40.75286,-73.99693,United States,US,True,moderate,Entire home/apt,2003.0,$610 ,$122 ,1.0,1.0
40046,40046,23118742,UES WITH VIEW OF EAST RIVER,17708428894,verified,Shelby,Manhattan,East Harlem,40.78591,-73.94234,United States,US,False,strict,Private room,2020.0,$978 ,$196 ,1.0,6.0
40047,40047,23119294,Super Deluxe Private Room near LGA (Room #02),30410909973,verified,Mili,Queens,East Elmhurst,40.76577,-73.87131,United States,US,False,strict,Private room,2014.0,"$1,057 ",$211 ,1.0,56.0
40048,40048,23119846,Central Light Filled Studio,91560289812,verified,Yana,Manhattan,Hell's Kitchen,40.76101,-73.99431,United States,US,True,flexible,Entire home/apt,2016.0,$387 ,$77 ,4.0,2.0
40049,40049,23120399,SIMPLEHOME,4966362064,verified,Alona,Queens,Long Island City,40.75606,-73.93234,United States,US,True,moderate,Entire home/apt,2021.0,$74 ,$15 ,1.0,16.0
40050,40050,23120951,Super Big Deluxe Private Room near LGA (Room #03),60265718365,verified,Mili,Queens,East Elmhurst,40.76533,-73.87159,United States,US,True,strict,Private room,2003.0,"$1,056 ",$211 ,1.0,74.0
40051,40051,23121503,Private 2BR w/washer/dryer/balcony in Bushwick,4724269045,unconfirmed,Teddy,Brooklyn,Bushwick,40.69472,-73.92574,United States,US,True,moderate,Entire home/apt,2016.0,$164 ,$33 ,2.0,6.0
40052,40052,23122056,HUGE room in Grammercy,71086321856,verified,Alyona,Manhattan,Kips Bay,40.73885,-73.97938,United States,US,True,strict,Private room,2010.0,"$1,158 ",$232 ,1.0,1.0
40053,40053,23122608,Humble abode residing 20 minutes away from city,85511701654,verified,Kelsang,Queens,Sunnyside,40.73716,-73.91848,United States,US,True,moderate,Private room,2012.0,$359 ,$72 ,1.0,1.0
40054,40054,23123160,Quarto espaçoso perto de Manhattan!,32438661572,verified,Andressa,Queens,Long Island City,40.75408,-73.94098,United States,US,False,strict,Private room,2007.0,$792 ,$158 ,2.0,21.0
40055,40055,23123713,East Village Nook,85395583385,verified,Andrew,Manhattan,East Village,40.7279,-73.97797,United States,US,True,flexible,Shared room,2013.0,"$1,127 ",$225 ,2.0,0.0
40056,40056,23124265,Apartment share close to train station,64307205996,unconfirmed,Anchor,Brooklyn,Bedford-Stuyvesant,40.67862,-73.91233,United States,US,True,moderate,Shared room,2009.0,"$1,044 ",$209 ,1.0,4.0
40057,40057,23124817,Stylish & Spacious Private Room + Bath in Bed-Stuy,8047730998,verified,Alejandra,Brooklyn,Bedford-Stuyvesant,40.68441,-73.94632,United States,US,True,flexible,Private room,2012.0,$359 ,$72 ,2.0,0.0
40058,40058,23125369,Easy commute apartment next to subway,93943099520,verified,Anchor,Brooklyn,Bedford-Stuyvesant,40.67877,-73.91227,United States,US,True,moderate,Shared room,2018.0,"$1,169 ",$234 ,1.0,9.0
40059,40059,23125922,Sunny room in iconic Brooklyn brownstone,36791008183,verified,Lira,Brooklyn,Prospect Heights,40.67782,-73.97076,United States,US,False,strict,Private room,2016.0,$79 ,$16 ,2.0,0.0
40060,40060,23126474,Sweet Spot! 2 rooms w/ PRIVATE ENTRANCE in BK!,95512049890,verified,Siji,Brooklyn,East Flatbush,40.64168,-73.95026,United States,US,True,strict,Private room,2020.0,$246 ,$49 ,2.0,16.0
40061,40061,23127026,Comfortable Classy Apartment,23572720600,unconfirmed,Avi,Brooklyn,Midwood,40.61708,-73.95559,United States,US,True,flexible,Entire home/apt,2006.0,$794 ,$159 ,1.0,2.0
40062,40062,23127579,Best price-City College-1 train 20 min. Times Sq.,7183040134,verified,Sait,Manhattan,Harlem,40.81818,-73.95506,United States,US,True,moderate,Shared room,2012.0,$96 ,$19 ,1.0,27.0
40063,40063,23128131,Three bedrooms house,87954291932,verified,Linda,Staten Island,Arrochar,40.58796,-74.07205,United States,US,False,flexible,Private room,2011.0,$197 ,$39 ,1.0,8.0
40064,40064,23128683,West Village Apartment,73820722517,unconfirmed,Sarah,Manhattan,West Village,40.72998,-74.00774,United States,US,False,flexible,Entire home/apt,2011.0,$809 ,$162 ,2.0,0.0
40065,40065,23129236,Entire Luxurious private Studio Near LGA Airport,8164504281,verified,Mili,Queens,East Elmhurst,40.75812,-73.87195,United States,US,False,strict,Entire home/apt,2015.0,$831 ,$166 ,1.0,36.0
40066,40066,23129788,Cozy Room 2 in Brooklyn,62150359783,unconfirmed,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.68966,-73.92946,United States,US,True,moderate,Private room,2017.0,"$1,128 ",$226 ,3.0,5.0
40067,40067,23130340,Big Private Room in Manhattan,71429004147,unconfirmed,Poli,Manhattan,Washington Heights,40.8331,-73.94007,United States,US,True,moderate,Private room,2017.0,$808 ,$162 ,3.0,0.0
40068,40068,23130892,Amazing apartment,28841415692,unconfirmed,Mor,Brooklyn,Williamsburg,40.71659,-73.95072,United States,US,False,strict,Private room,2019.0,$89 ,$18 ,14.0,0.0
40069,40069,23131445,Astoria Entire apartment,39666000240,verified,Janna,Queens,Ditmars Steinway,40.77638,-73.91308,United States,US,True,flexible,Entire home/apt,2005.0,$156 ,$31 ,40.0,2.0
40070,40070,23131997,Tribeca Treasure,83372587484,verified,Juliet,Manhattan,SoHo,40.71973,-74.00232,United States,US,False,flexible,Entire home/apt,2007.0,$930 ,$186 ,3.0,4.0
40071,40071,23132549,幸福小屋,95739029725,unconfirmed,David,Staten Island,South Beach,40.59164,-74.08197,United States,US,True,strict,Private room,2020.0,"$1,163 ",$233 ,1.0,10.0
40072,40072,23133102,"5 min walk to train,2 min  walk to bus, most shop.",29575232049,verified,Hasan,Queens,Flushing,40.75644,-73.82875,United States,US,True,moderate,Entire home/apt,2022.0,"$1,035 ",$207 ,2.0,1.0
40073,40073,23133654,HUGE queen bed 1 block away from Prospect Park!,23489045509,unconfirmed,Melissa,Brooklyn,Flatbush,40.65327,-73.96573,United States,US,True,moderate,Private room,2008.0,$235 ,$47 ,5.0,2.0
40074,40074,23134206,Modern King-Bed Private room and en-suite Bathroom,16363862586,unconfirmed,April,Brooklyn,Bedford-Stuyvesant,40.69038,-73.95953,United States,US,False,strict,Private room,2010.0,$802 ,$160 ,1.0,29.0
40075,40075,23134759,Yellow submarine,9237986822,verified,Galina,Brooklyn,Bedford-Stuyvesant,40.69032,-73.92437,United States,US,True,flexible,Private room,2003.0,$179 ,$36 ,2.0,0.0
40076,40076,23135311,Cozy Studio Apartment in the Heart of Williamsburg,3352131740,unconfirmed,Olivia,Brooklyn,Williamsburg,40.71881,-73.95369,United States,US,True,strict,Entire home/apt,2015.0,$492 ,$98 ,2.0,0.0
40077,40077,23135863,Cozy room near Prospect Park,94567487466,verified,Zach Williams,Brooklyn,Flatbush,40.65051,-73.95586,United States,US,True,flexible,Private room,2021.0,$762 ,$152 ,4.0,7.0
40078,40078,23136415,Beauty In The East-Mins to Subway/JFK/LGA/Manhatta,71548117362,verified,Victoria,Brooklyn,East New York,40.65905,-73.8976,United States,US,True,strict,Entire home/apt,2020.0,$245 ,$49 ,1.0,13.0
40079,40079,23136968,Private Room @ Floasis Art Collective in Bushwick!,7961243193,verified,Rachel,Brooklyn,Bushwick,40.69738,-73.92432,United States,US,False,strict,Private room,2018.0,$276 ,$55 ,2.0,1.0
40080,40080,23137520,Astoria 320square feet room!!:),26803693453,verified,Abram,Queens,Astoria,40.77607,-73.92876,United States,US,False,flexible,Private room,2022.0,$637 ,$127 ,2.0,0.0
40081,40081,23138072,Private Room with exposed bricks at East Village,20955695364,verified,Gia,Manhattan,East Village,40.7297,-73.97995,United States,US,False,strict,Private room,2009.0,$95 ,$19 ,3.0,0.0
40082,40082,23138625,One Bedroom Apartment in the Heart of East Village,33770587450,verified,Maira,Manhattan,East Village,40.73017,-73.98668,United States,US,False,moderate,Entire home/apt,2016.0,$807 ,$161 ,1.0,4.0
40083,40083,23139177,"Beautiful, sunlit bedroom in Brooklyn",6307815257,unconfirmed,Mike,Brooklyn,Greenpoint,40.72663,-73.93819,United States,US,False,moderate,Private room,2018.0,$236 ,$47 ,7.0,2.0
40084,40084,23139729,Beautiful Brooklyn Home,85701442673,verified,Serena,Brooklyn,Bushwick,40.70267,-73.92751,United States,US,True,flexible,Private room,2008.0,$803 ,$161 ,2.0,16.0
40085,40085,23140282,10 min subway to Time Square Sunny 1BR,13082169508,verified,Xi,Queens,Long Island City,40.7505,-73.94381,United States,US,True,strict,Entire home/apt,2014.0,$80 ,$16 ,1.0,29.0
40086,40086,23140834,Private Room in 2BR East Village Apartment,18714417799,verified,Chad,Manhattan,East Village,40.72373,-73.97534,United States,US,False,moderate,Private room,2011.0,$808 ,$162 ,1.0,17.0
40087,40087,23141386,Magnificent 5 Bedroom Brooklyn Townhouse,82362780658,verified,Ilsa,Brooklyn,Prospect Heights,40.68187,-73.97075,United States,US,False,moderate,Entire home/apt,2004.0,"$1,129 ",$226 ,2.0,5.0
40088,40088,23141938,Beautiful Brooklyn Apartment - The Sunlight Room,44735939535,verified,Nick & D.,Brooklyn,East Flatbush,40.64245,-73.94603,United States,US,False,moderate,Private room,2008.0,$594 ,$119 ,1.0,1.0
40089,40089,23142491,Sunny Bedroom off Broadway,27101193804,verified,Nina,Manhattan,Morningside Heights,40.80556,-73.96503,United States,US,False,moderate,Private room,2021.0,$180 ,$36 ,5.0,0.0
40090,40090,23143043,Bright and Cozy Room in Greenpoint!,72200730385,verified,Brandi,Brooklyn,Greenpoint,40.72706,-73.95439,United States,US,True,strict,Private room,2004.0,$652 ,$130 ,7.0,2.0
40091,40091,23143595,Brooklyn home with a view,97384849361,unconfirmed,Emilie,Brooklyn,Kensington,40.64029,-73.97265,United States,US,True,flexible,Private room,2007.0,$763 ,$153 ,1.0,37.0
40092,40092,23144148,Industrialized in the City (1 guest only),87517992724,verified,Leah,Brooklyn,East Flatbush,40.64206,-73.94059,United States,US,False,flexible,Private room,2013.0,$822 ,$164 ,2.0,17.0
40093,40093,23144700,Studio with Historic Charm in South Harlem,6372557548,unconfirmed,Olga,Manhattan,Harlem,40.80456,-73.95033,United States,US,False,flexible,Entire home/apt,2003.0,$183 ,$37 ,3.0,15.0
40094,40094,23145252,"Charming 2Br in the middle of LES, SoHo",21644912462,unconfirmed,Joey,Manhattan,Lower East Side,40.72181,-73.98946,United States,US,False,strict,Entire home/apt,2006.0,$140 ,$28 ,1.0,36.0
40095,40095,23145805,Private Room With Private En-Suite Bathroom,67031141733,verified,Maria,Brooklyn,Bedford-Stuyvesant,40.68587,-73.95221,United States,US,True,strict,Private room,2009.0,"$1,172 ",$234 ,3.0,14.0
40096,40096,23146357,Artists Home and Studio in Gramercy Park 2,32762769490,unconfirmed,E. Adam,Manhattan,Gramercy,40.73583,-73.98037,United States,US,True,flexible,Entire home/apt,2006.0,$525 ,$105 ,3.0,18.0
40097,40097,23146909,Private House next to JFK,34379464170,verified,Victor,Queens,Ozone Park,40.68695,-73.84101,United States,US,False,strict,Entire home/apt,2020.0,$688 ,$138 ,2.0,5.0
40098,40098,23147461,2 min walk to Times Square!!!,75564748157,verified,Baha,Manhattan,Hell's Kitchen,40.75982,-73.99066,United States,US,False,flexible,Entire home/apt,2017.0,"$1,032 ",$206 ,4.0,1.0
40099,40099,23148014,Master Bedroom in Luxury Building,67812940717,verified,Stivan,Brooklyn,Bushwick,40.69933,-73.92886,United States,US,False,flexible,Private room,2006.0,$893 ,$179 ,1.0,14.0
40100,40100,23148566,500 sqft Art Deco Empire State and Hudson  views,65923776376,unconfirmed,Michael,Manhattan,Chelsea,40.7411,-73.99669,United States,US,True,strict,Private room,2005.0,$872 ,$174 ,4.0,2.0
40101,40101,23149118,Luxury Union Square Loft (3000 sq ft),13300197124,unconfirmed,Kyle,Manhattan,Chelsea,40.73732,-73.99033,United States,US,False,moderate,Private room,2007.0,$391 ,$78 ,1.0,2.0
40102,40102,23149671,Designer Artist Loft in Williamsburg,51175161439,unconfirmed,Laura,Brooklyn,Williamsburg,40.70904,-73.94574,United States,US,True,flexible,Entire home/apt,2011.0,"$1,089 ",$218 ,2.0,4.0
40103,40103,23150223,"NYC at your fingertips! Shopping, the Arts & more!",35703041846,verified,Kagle,Brooklyn,Fort Greene,40.68674,-73.97618,United States,US,True,strict,Entire home/apt,2019.0,$154 ,$31 ,3.0,0.0
40104,40104,23150775,Modern 1 Bedroom Escape with River Views,93116177894,unconfirmed,Matt,Manhattan,Hell's Kitchen,40.76792,-73.98453,United States,US,False,moderate,Entire home/apt,2008.0,$263 ,$53 ,1.0,12.0
40105,40105,23151328,JFK Airport Great place to stay 6 minutes away,55191184523,unconfirmed,Lakshmee,Queens,Jamaica,40.66823,-73.78374,United States,US,True,moderate,Shared room,2012.0,$243 ,$49 ,1.0,65.0
40106,40106,23151880,Botanical Bedstuy,30205978299,verified,Phi,Brooklyn,Bedford-Stuyvesant,40.68655,-73.92112,United States,US,True,flexible,Entire home/apt,2013.0,$936 ,$187 ,2.0,32.0
40107,40107,23152432,Home in Hell's Kitchen,98332643847,verified,Reza,Manhattan,Hell's Kitchen,40.76416,-73.98685,United States,US,False,flexible,Private room,2009.0,$366 ,$73 ,1.0,1.0
40108,40108,23152984,Totally Renovated Plush loft apartment,76621845792,unconfirmed,Hugo,Brooklyn,Cypress Hills,40.68392,-73.8693,United States,US,True,strict,Entire home/apt,2017.0,$835 ,$167 ,4.0,7.0
40109,40109,23153537,Huge Private Room w/ Private Bathroom in Flatiron!,9774552164,unconfirmed,Kim,Manhattan,Midtown,40.74329,-73.98341,United States,US,True,flexible,Private room,2009.0,$754 ,$151 ,3.0,9.0
40110,40110,23154089,Cozy Room 1 in Brooklyn,28399778195,verified,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.69088,-73.92983,United States,US,False,moderate,Private room,2006.0,$387 ,$77 ,3.0,11.0
40111,40111,23154641,Cozy Modern Getaway 30 mins from Manhattan (1Bdrm),11280511159,unconfirmed,Beverline,Bronx,East Morrisania,40.8296,-73.88971,United States,US,False,moderate,Private room,2022.0,$842 ,$168 ,1.0,9.0
40112,40112,23155194,A Girls Only Charming living room!!,51699263302,unconfirmed,Vicky,Brooklyn,Kensington,40.63981,-73.97165,United States,US,True,flexible,Shared room,2004.0,$735 ,$147 ,1.0,2.0
40113,40113,23155746,"Massive Manhattan Private Room,15 mins to Times Sq",51303968581,unconfirmed,Nichole,Manhattan,Harlem,40.80696,-73.94931,United States,US,True,moderate,Private room,2020.0,$950 ,$190 ,6.0,9.0
40114,40114,23156298,"Studio apartment between NYC, JFK and LGA airports",63392179941,verified,Maor,Queens,Kew Gardens Hills,40.72927,-73.82469,United States,US,True,strict,Entire home/apt,2010.0,$728 ,$146 ,3.0,8.0
40115,40115,23156851,ONE OF A KIND: HUGE BEAUTIFUL LOFT,34569954645,unconfirmed,Francis,Brooklyn,Bedford-Stuyvesant,40.69232,-73.9534,United States,US,True,strict,Entire home/apt,2022.0,"$1,178 ",$236 ,5.0,1.0
40116,40116,23157403,Cozy Room 3 in Brooklyn,70943351197,verified,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.68931,-73.93131,United States,US,False,moderate,Private room,2020.0,$834 ,$167 ,3.0,9.0
40117,40117,23157955,1000 Sq Ft HUGE apartment with Empire State views.,21227792202,unconfirmed,Josh,Manhattan,Kips Bay,40.74061,-73.98063,United States,US,True,strict,Entire home/apt,2021.0,$376 ,$75 ,1.0,2.0
40118,40118,23158507,Prime East Village location! 2 bed/1 bath,36431568212,unconfirmed,Todd,Manhattan,East Village,40.72685,-73.9837,United States,US,False,moderate,Entire home/apt,2021.0,$119 ,$24 ,3.0,13.0
40119,40119,23159060,Spacious North Williamsburg 1 Bedroom w/ Yard,94553644324,verified,Gabe,Brooklyn,Williamsburg,40.7208,-73.96022,United States,US,True,strict,Entire home/apt,2021.0,$343 ,$69 ,7.0,0.0
40120,40120,23159612,Awesome Apartment in Lower East Side,3694270518,unconfirmed,Shawn,Manhattan,Lower East Side,40.71327,-73.99019,United States,US,False,flexible,Private room,2017.0,$936 ,$187 ,30.0,0.0
40121,40121,23160164,Luxurious Boutique Studio Red Hook Brooklyn,58792644756,unconfirmed,Tom,Brooklyn,Red Hook,40.67746,-74.01392,United States,US,False,flexible,Entire home/apt,2004.0,$655 ,$131 ,1.0,29.0
40122,40122,23160717,Pvt Single Room Occupancy Near JFK 6 mi/LGA 10 mi,31413369425,unconfirmed,Kafayat,Queens,St. Albans,40.70541,-73.75037,United States,US,False,flexible,Private room,2003.0,"$1,058 ",$212 ,2.0,7.0
40123,40123,23161269,Pvt Room for Two Near JFK 6 mi/ LGA 10 mi- Olive,74061000027,verified,Kafayat,Queens,Queens Village,40.70533,-73.7485,United States,US,True,flexible,Private room,2021.0,"$1,140 ",$228 ,2.0,13.0
40124,40124,23161821,"Bright, Luxury Executive Studio",23738415357,verified,Sean,Manhattan,Hell's Kitchen,40.76156,-73.99342,United States,US,True,strict,Entire home/apt,2009.0,$86 ,$17 ,45.0,1.0
40125,40125,23162374,3 bedroom apartment for your perfect stay,29709855272,verified,Sammy,Brooklyn,Midwood,40.62532,-73.96286,United States,US,True,flexible,Entire home/apt,2021.0,$304 ,$61 ,3.0,0.0
40126,40126,23162926,Historic District Brownstone 35 min from Midtown,12318839490,unconfirmed,Eric,Brooklyn,Crown Heights,40.67317,-73.94104,United States,US,True,strict,Private room,2004.0,$324 ,$65 ,2.0,14.0
40127,40127,23163478,Watson’s Loft,46415657093,unconfirmed,Brandon,Queens,Forest Hills,40.72186,-73.85601,United States,US,False,flexible,Private room,2004.0,"$1,004 ",$201 ,1.0,4.0
40128,40128,23164030,Brooklyn Retreat,9516074067,unconfirmed,Winston,Brooklyn,East Flatbush,40.65546,-73.92031,United States,US,True,flexible,Entire home/apt,2010.0,"$1,161 ",$232 ,2.0,12.0
